CustomerID,Frequency,Monetary,TotalQuantity,FirstPurchase,LastPurchase,Recency,TenureDays,Cluster,Segment
13462,1,151.5,62,2011-04-01 11:20:00,2011-04-01 11:20:00,253,0,1,At Risk / Lapsed
13464,1,674.68,403,2011-10-12 15:01:00,2011-10-12 15:01:00,58,0,1,At Risk / Lapsed
13466,1,307.90000000000003,259,2011-06-08 16:39:00,2011-06-08 16:39:00,184,0,1,At Risk / Lapsed
13467,2,1071.91,580,2011-11-03 16:56:00,2011-11-29 10:01:00,11,25,3,New / Low Engagement
13468,37,5704.97,2589,2010-12-01 15:08:00,2011-12-08 10:39:00,2,371,0,Champions
13470,2,165.0,100,2011-08-16 17:06:00,2011-09-01 14:57:00,99,15,1,At Risk / Lapsed
13471,4,2501.84,1583,2011-10-23 13:10:00,2011-12-08 15:44:00,1,46,0,Champions
13473,2,422.64,266,2011-01-11 08:45:00,2011-10-10 11:20:00,61,272,1,At Risk / Lapsed
13474,1,226.84,129,2011-04-17 13:53:00,2011-04-17 13:53:00,236,0,1,At Risk / Lapsed
13475,4,1431.78,1012,2011-02-14 12:36:00,2011-06-01 13:52:00,191,107,2,Loyal Mid-Value
13476,2,1238.47,417,2011-03-03 14:43:00,2011-06-14 12:00:00,179,102,2,Loyal Mid-Value
13477,6,1454.58,1021,2011-02-21 12:29:00,2011-11-02 12:04:00,38,253,2,Loyal Mid-Value
13479,2,300.95,134,2011-04-19 11:27:00,2011-05-23 10:45:00,201,33,1,At Risk / Lapsed
13481,5,1804.56,1142,2011-03-28 09:07:00,2011-10-25 09:07:00,46,211,2,Loyal Mid-Value
13482,1,184.64000000000001,116,2011-04-21 17:03:00,2011-04-21 17:03:00,232,0,1,At Risk / Lapsed
13483,1,140.34,160,2011-10-05 11:53:00,2011-10-05 11:53:00,66,0,1,At Risk / Lapsed
13484,1,313.8,44,2011-04-12 16:30:00,2011-04-12 16:30:00,241,0,1,At Risk / Lapsed
13485,1,454.24,277,2011-04-20 13:58:00,2011-04-20 13:58:00,233,0,1,At Risk / Lapsed
13486,3,1122.41,669,2011-07-07 17:19:00,2011-09-22 13:13:00,78,76,2,Loyal Mid-Value
13487,3,575.4,265,2010-12-21 14:54:00,2011-10-13 12:07:00,58,295,2,Loyal Mid-Value
13488,13,8968.31,4518,2010-12-07 13:01:00,2011-11-22 14:41:00,17,350,0,Champions
13489,4,449.52,560,2011-02-18 10:42:00,2011-08-26 13:16:00,105,189,2,Loyal Mid-Value
13491,10,1215.82,903,2010-12-02 14:30:00,2011-10-19 08:32:00,52,320,2,Loyal Mid-Value
13492,3,1269.8400000000001,408,2011-05-09 10:06:00,2011-07-26 14:25:00,136,78,2,Loyal Mid-Value
13493,2,498.63,377,2011-02-25 16:42:00,2011-03-09 15:35:00,275,11,1,At Risk / Lapsed
13494,1,316.26000000000005,162,2011-02-01 11:58:00,2011-02-01 11:58:00,312,0,1,At Risk / Lapsed
13495,5,2044.87,829,2010-12-06 15:14:00,2011-12-02 11:21:00,8,360,0,Champions
13496,2,653.33,341,2010-12-15 10:17:00,2011-11-29 10:58:00,11,349,3,New / Low Engagement
13497,2,348.05,163,2010-12-06 11:37:00,2011-03-02 09:04:00,283,85,1,At Risk / Lapsed
13499,5,1159.11,1365,2011-03-15 08:52:00,2011-11-22 11:21:00,18,252,2,Loyal Mid-Value
13500,3,1166.77,609,2011-08-09 12:20:00,2011-11-16 15:35:00,23,99,2,Loyal Mid-Value
13501,1,1340.32,560,2011-02-24 18:59:00,2011-02-24 18:59:00,288,0,1,At Risk / Lapsed
13502,3,292.0,264,2011-01-20 09:03:00,2011-11-23 10:39:00,17,307,3,New / Low Engagement
13503,1,216.85,248,2011-09-29 13:23:00,2011-09-29 13:23:00,71,0,1,At Risk / Lapsed
13504,1,295.93,178,2011-10-06 13:20:00,2011-10-06 13:20:00,64,0,1,At Risk / Lapsed
13505,4,3633.63,2467,2011-04-21 12:07:00,2011-09-28 11:56:00,73,159,2,Loyal Mid-Value
13506,2,458.52,324,2010-12-05 12:15:00,2011-01-27 13:53:00,316,53,1,At Risk / Lapsed
13507,4,2479.16,1597,2011-07-17 11:50:00,2011-12-06 13:13:00,3,142,0,Champions
13508,1,110.97,24,2011-04-10 11:58:00,2011-04-10 11:58:00,244,0,1,At Risk / Lapsed
13509,6,964.72,1105,2011-02-28 13:27:00,2011-12-01 10:10:00,9,275,2,Loyal Mid-Value
13510,4,1791.56,1386,2011-06-09 09:32:00,2011-12-08 13:46:00,1,182,0,Champions
13512,1,251.21,143,2011-03-24 10:03:00,2011-03-24 10:03:00,261,0,1,At Risk / Lapsed
13513,1,205.1,109,2011-08-05 11:50:00,2011-08-05 11:50:00,127,0,1,At Risk / Lapsed
13514,1,152.20000000000002,40,2011-09-27 09:39:00,2011-09-27 09:39:00,74,0,1,At Risk / Lapsed
13515,4,891.12,681,2011-04-06 10:33:00,2011-09-28 11:26:00,73,175,2,Loyal Mid-Value
13516,3,1389.41,985,2011-04-15 11:06:00,2011-11-18 13:15:00,21,217,2,Loyal Mid-Value
13517,3,2128.42,1369,2011-06-13 08:44:00,2011-10-11 11:43:00,60,120,2,Loyal Mid-Value
13518,1,627.16,382,2011-09-15 10:29:00,2011-09-15 10:29:00,86,0,1,At Risk / Lapsed
13519,1,122.75,23,2011-09-22 18:24:00,2011-09-22 18:24:00,78,0,1,At Risk / Lapsed
13520,6,2984.35,1633,2010-12-03 10:36:00,2011-10-12 10:20:00,59,312,2,Loyal Mid-Value
13521,3,1070.47,715,2011-11-29 15:09:00,2011-12-08 13:50:00,1,8,3,New / Low Engagement
13522,1,125.80000000000001,44,2011-11-09 15:11:00,2011-11-09 15:11:00,30,0,3,New / Low Engagement
13523,5,3964.88,1752,2010-12-08 14:22:00,2011-11-06 15:11:00,33,333,2,Loyal Mid-Value
13524,5,680.1800000000001,324,2011-05-04 12:26:00,2011-10-30 12:34:00,41,179,2,Loyal Mid-Value
13525,2,628.78,394,2011-04-05 15:36:00,2011-11-25 12:01:00,15,233,3,New / Low Engagement
13527,7,2242.36,1683,2011-01-17 11:17:00,2011-11-06 12:04:00,34,293,2,Loyal Mid-Value
13529,2,307.76,74,2011-05-19 11:50:00,2011-09-22 09:15:00,79,125,1,At Risk / Lapsed
13531,2,483.8,174,2010-12-08 15:03:00,2011-05-18 16:56:00,205,161,1,At Risk / Lapsed
13532,1,210.31,129,2011-11-06 12:25:00,2011-11-06 12:25:00,34,0,3,New / Low Engagement
13533,3,269.09,202,2011-03-17 12:47:00,2011-06-10 11:54:00,183,84,1,At Risk / Lapsed
13534,25,5870.08,2961,2010-12-16 15:23:00,2011-12-07 14:52:00,2,355,0,Champions
13536,7,3444.39,2126,2011-09-25 13:30:00,2011-12-08 16:38:00,1,74,0,Champions
13538,7,1280.85,175,2011-01-28 10:40:00,2011-10-27 16:34:00,43,272,2,Loyal Mid-Value
13539,3,631.34,320,2011-02-03 15:23:00,2011-09-15 10:18:00,86,223,2,Loyal Mid-Value
13544,2,276.06,112,2011-04-13 12:09:00,2011-10-31 11:57:00,40,200,3,New / Low Engagement
13546,3,621.09,357,2011-05-23 12:14:00,2011-11-27 14:50:00,12,188,3,New / Low Engagement
13548,2,678.16,436,2011-04-10 11:35:00,2011-09-04 14:50:00,96,147,1,At Risk / Lapsed
13549,7,918.2,458,2011-04-11 13:42:00,2011-11-14 09:20:00,26,216,2,Loyal Mid-Value
13551,1,91.80000000000001,12,2011-01-24 14:46:00,2011-01-24 14:46:00,319,0,1,At Risk / Lapsed
13552,12,3740.07,1417,2011-01-28 10:10:00,2011-10-04 15:19:00,66,249,0,Champions
13555,4,4098.88,2636,2011-05-22 11:06:00,2011-09-27 12:36:00,74,128,2,Loyal Mid-Value
13557,2,584.0600000000001,546,2011-03-04 12:14:00,2011-11-11 15:24:00,28,252,3,New / Low Engagement
13558,4,594.52,338,2011-10-02 13:01:00,2011-12-04 11:24:00,6,62,3,New / Low Engagement
13560,1,171.42000000000002,63,2011-12-02 13:11:00,2011-12-02 13:11:00,7,0,3,New / Low Engagement
13561,1,141.85999999999999,83,2011-05-08 12:39:00,2011-05-08 12:39:00,216,0,1,At Risk / Lapsed
13562,3,1799.3300000000002,757,2011-04-08 12:42:00,2011-09-19 10:51:00,82,163,2,Loyal Mid-Value
13563,2,777.53,209,2011-07-22 17:21:00,2011-09-16 14:45:00,84,55,2,Loyal Mid-Value
13564,2,1174.03,635,2010-12-06 17:26:00,2010-12-20 16:50:00,354,13,1,At Risk / Lapsed
13565,2,240.22,172,2011-01-09 14:28:00,2011-11-20 14:33:00,19,315,3,New / Low Engagement
13566,2,856.84,567,2011-09-18 12:40:00,2011-10-30 11:59:00,41,41,2,Loyal Mid-Value
13568,1,187.05,66,2011-06-19 14:42:00,2011-06-19 14:42:00,173,0,1,At Risk / Lapsed
13569,2,337.12,155,2010-12-07 12:29:00,2011-11-22 13:07:00,17,350,3,New / Low Engagement
13570,1,239.49,161,2011-04-10 13:36:00,2011-04-10 13:36:00,243,0,1,At Risk / Lapsed
13571,12,2088.94,1757,2011-03-31 12:43:00,2011-11-27 10:47:00,13,240,0,Champions
13572,1,1384.25,534,2011-05-18 11:59:00,2011-05-18 11:59:00,206,0,1,At Risk / Lapsed
13573,2,290.25,302,2011-03-31 14:47:00,2011-10-20 14:33:00,50,202,1,At Risk / Lapsed
13575,5,732.07,449,2011-06-16 14:24:00,2011-11-16 13:14:00,23,152,2,Loyal Mid-Value
13576,18,6717.34,2646,2010-12-01 17:24:00,2011-11-29 15:34:00,10,362,0,Champions
13577,4,1687.6000000000001,791,2011-04-12 10:33:00,2011-11-14 15:19:00,25,216,2,Loyal Mid-Value
13579,2,467.04,176,2010-12-05 16:10:00,2011-11-25 08:41:00,15,354,3,New / Low Engagement
13581,1,118.0,30,2011-02-03 14:41:00,2011-02-03 14:41:00,309,0,1,At Risk / Lapsed
13583,1,781.03,725,2011-07-07 10:40:00,2011-07-07 10:40:00,156,0,1,At Risk / Lapsed
13584,1,142.4,37,2011-02-06 12:49:00,2011-02-06 12:49:00,307,0,1,At Risk / Lapsed
13587,1,712.4,180,2011-10-07 12:31:00,2011-10-07 12:31:00,64,0,1,At Risk / Lapsed
13588,9,2478.95,2606,2011-03-29 15:53:00,2011-11-24 10:42:00,16,239,0,Champions
13589,2,379.65,114,2011-06-13 12:44:00,2011-11-25 12:10:00,15,164,3,New / Low Engagement
13590,6,1981.92,1848,2011-02-09 13:25:00,2011-11-28 12:54:00,11,291,0,Champions
13591,3,1117.13,485,2011-03-18 12:18:00,2011-10-06 12:26:00,65,202,2,Loyal Mid-Value
13592,4,247.96,84,2011-03-20 14:01:00,2011-11-04 09:49:00,36,228,3,New / Low Engagement
13593,5,2011.88,719,2011-01-07 16:32:00,2011-08-23 13:35:00,108,227,2,Loyal Mid-Value
13594,1,396.97,359,2011-10-18 10:19:00,2011-10-18 10:19:00,53,0,1,At Risk / Lapsed
13596,2,664.11,384,2011-11-27 11:57:00,2011-12-04 12:01:00,6,7,3,New / Low Engagement
13598,1,160.04,52,2011-10-23 14:28:00,2011-10-23 14:28:00,47,0,1,At Risk / Lapsed
13599,21,5149.92,3293,2010-12-08 10:11:00,2011-12-08 16:10:00,1,365,0,Champions
13600,1,219.52,324,2011-01-31 15:27:00,2011-01-31 15:27:00,312,0,1,At Risk / Lapsed
13601,2,693.32,548,2011-05-12 16:52:00,2011-10-25 17:31:00,45,166,2,Loyal Mid-Value
13602,1,428.89,267,2011-10-06 11:47:00,2011-10-06 11:47:00,65,0,1,At Risk / Lapsed
13603,1,164.34,164,2011-11-13 15:57:00,2011-11-13 15:57:00,26,0,3,New / Low Engagement
13606,3,276.75,276,2011-02-01 11:42:00,2011-11-10 17:46:00,29,282,3,New / Low Engagement
13607,1,675.51,288,2011-10-30 16:17:00,2011-10-30 16:17:00,40,0,3,New / Low Engagement
13610,7,1082.33,488,2011-02-27 14:44:00,2011-11-27 15:38:00,12,273,2,Loyal Mid-Value
13611,3,1154.4,754,2010-12-15 10:31:00,2011-09-11 14:51:00,89,270,2,Loyal Mid-Value
13614,4,1585.46,564,2011-01-13 12:37:00,2011-11-15 14:47:00,24,306,2,Loyal Mid-Value
13615,1,417.69,189,2011-01-25 08:21:00,2011-01-25 08:21:00,319,0,1,At Risk / Lapsed
13617,3,544.18,300,2011-06-12 12:55:00,2011-10-30 13:50:00,40,140,2,Loyal Mid-Value
13618,1,177.34,246,2011-06-19 11:09:00,2011-06-19 11:09:00,174,0,1,At Risk / Lapsed
13621,1,213.85,343,2011-08-15 08:26:00,2011-08-15 08:26:00,117,0,1,At Risk / Lapsed
13623,5,727.74,286,2011-02-15 13:08:00,2011-11-09 12:00:00,31,266,2,Loyal Mid-Value
13626,1,257.23,209,2011-04-01 10:05:00,2011-04-01 10:05:00,253,0,1,At Risk / Lapsed
13627,5,1638.47,1269,2010-12-17 09:52:00,2011-10-11 14:20:00,59,298,2,Loyal Mid-Value
13629,11,7792.36,4372,2011-01-05 12:09:00,2011-11-16 13:21:00,23,315,0,Champions
13630,7,2031.78,1391,2011-02-27 12:49:00,2011-12-04 15:16:00,5,280,0,Champions
13631,11,3070.42,467,2011-03-17 17:13:00,2011-09-01 09:57:00,100,167,2,Loyal Mid-Value
13632,5,2118.9300000000003,1031,2011-04-10 15:07:00,2011-11-15 10:51:00,25,218,2,Loyal Mid-Value
13634,5,1547.3600000000001,700,2011-01-16 15:30:00,2011-11-06 13:40:00,33,293,2,Loyal Mid-Value
13635,1,1071.03,677,2011-10-03 10:55:00,2011-10-03 10:55:00,68,0,1,At Risk / Lapsed
13636,5,949.12,592,2011-02-27 14:29:00,2011-11-03 10:30:00,37,248,2,Loyal Mid-Value
13637,3,803.05,404,2011-04-27 13:06:00,2011-10-18 13:32:00,52,174,2,Loyal Mid-Value
13638,1,122.64,93,2011-11-24 10:38:00,2011-11-24 10:38:00,16,0,3,New / Low Engagement
13639,1,1033.34,800,2011-09-26 13:36:00,2011-09-26 13:36:00,74,0,1,At Risk / Lapsed
13642,1,312.28,151,2011-05-08 12:34:00,2011-05-08 12:34:00,216,0,1,At Risk / Lapsed
13643,3,519.44,273,2011-06-07 11:40:00,2011-11-08 15:37:00,31,154,3,New / Low Engagement
13644,4,2624.26,2067,2011-08-26 11:53:00,2011-11-23 14:07:00,16,89,2,Loyal Mid-Value
13645,1,252.1,158,2011-08-11 16:11:00,2011-08-11 16:11:00,120,0,1,At Risk / Lapsed
13647,4,1648.1200000000001,887,2011-04-19 09:49:00,2011-11-30 12:00:00,10,225,2,Loyal Mid-Value
13649,2,346.6,139,2010-12-08 14:46:00,2011-03-28 11:51:00,257,109,1,At Risk / Lapsed
13650,6,1836.3400000000001,922,2011-03-17 12:37:00,2011-11-23 12:22:00,17,250,2,Loyal Mid-Value
13651,1,79.2,32,2011-10-31 12:11:00,2011-10-31 12:11:00,40,0,1,At Risk / Lapsed
13652,3,1095.08,578,2010-12-06 09:21:00,2011-10-25 08:51:00,46,322,2,Loyal Mid-Value
13654,6,2707.33,2182,2011-03-11 12:54:00,2011-10-27 16:24:00,43,230,2,Loyal Mid-Value
13655,2,932.97,605,2011-04-12 09:53:00,2011-08-17 14:25:00,114,127,2,Loyal Mid-Value
13656,2,379.65,490,2011-01-06 15:42:00,2011-06-28 10:31:00,165,172,1,At Risk / Lapsed
13657,2,382.14,209,2011-05-22 12:35:00,2011-11-29 12:32:00,11,190,3,New / Low Engagement
13658,5,2639.17,1019,2011-05-19 17:15:00,2011-11-30 10:13:00,10,194,0,Champions
13659,2,1563.0,882,2011-01-23 12:08:00,2011-05-18 12:37:00,206,115,2,Loyal Mid-Value
13662,3,881.26,533,2011-03-25 13:23:00,2011-09-15 12:04:00,86,173,2,Loyal Mid-Value
13663,1,189.47,91,2011-06-13 15:44:00,2011-06-13 15:44:00,179,0,1,At Risk / Lapsed
13666,3,84.65,41,2011-02-25 13:05:00,2011-10-10 15:39:00,60,227,1,At Risk / Lapsed
13667,1,299.05,149,2011-07-13 15:42:00,2011-07-13 15:42:00,149,0,1,At Risk / Lapsed
13668,21,6309.83,3722,2010-12-12 12:35:00,2011-12-07 12:11:00,3,359,0,Champions
13669,2,218.55,237,2011-07-13 11:44:00,2011-10-20 09:32:00,51,98,1,At Risk / Lapsed
13670,1,349.7,282,2011-09-25 15:25:00,2011-09-25 15:25:00,75,0,1,At Risk / Lapsed
13672,2,186.39000000000001,57,2011-01-11 13:54:00,2011-02-11 13:53:00,301,30,1,At Risk / Lapsed
13673,2,387.44,114,2011-11-07 15:40:00,2011-11-21 12:11:00,19,13,3,New / Low Engagement
13675,2,486.82000000000005,330,2011-02-28 12:14:00,2011-07-11 12:57:00,151,133,1,At Risk / Lapsed
13678,1,232.6,924,2011-07-11 10:14:00,2011-07-11 10:14:00,152,0,1,At Risk / Lapsed
13680,4,3719.12,1934,2011-01-04 14:12:00,2011-12-08 13:47:00,1,337,0,Champions
13681,4,827.83,360,2011-07-07 15:21:00,2011-11-22 11:13:00,18,137,2,Loyal Mid-Value
13682,1,59.5,10,2011-06-05 14:06:00,2011-06-05 14:06:00,187,0,1,At Risk / Lapsed
13684,1,65.13,38,2011-02-27 10:13:00,2011-02-27 10:13:00,286,0,1,At Risk / Lapsed
13685,7,3119.44,5056,2011-10-10 12:59:00,2011-12-07 11:41:00,3,57,0,Champions
13686,1,72.0,70,2011-06-10 09:10:00,2011-06-10 09:10:00,183,0,1,At Risk / Lapsed
13689,1,910.0,512,2011-10-07 13:21:00,2011-10-07 13:21:00,63,0,1,At Risk / Lapsed
13690,1,172.25,67,2011-10-11 15:03:00,2011-10-11 15:03:00,59,0,1,At Risk / Lapsed
13692,3,1488.32,1226,2011-04-17 12:57:00,2011-11-15 11:17:00,25,211,2,Loyal Mid-Value
13694,50,65039.62,63312,2010-12-01 12:12:00,2011-12-06 09:32:00,4,369,0,Champions
13695,15,2504.13,1603,2011-03-25 11:31:00,2011-11-08 14:26:00,31,228,0,Champions
13697,1,151.3,177,2011-11-01 09:14:00,2011-11-01 09:14:00,39,0,1,At Risk / Lapsed
13699,1,308.58000000000004,66,2011-07-07 16:51:00,2011-07-07 16:51:00,155,0,1,At Risk / Lapsed
13700,10,2248.63,2281,2011-01-16 13:18:00,2011-11-13 13:00:00,26,300,0,Champions
13703,1,99.5,10,2011-01-25 13:10:00,2011-01-25 13:10:00,318,0,1,At Risk / Lapsed
13704,9,2308.06,1531,2011-09-12 14:40:00,2011-12-04 15:13:00,5,83,0,Champions
13705,3,711.86,363,2010-12-01 10:29:00,2011-12-02 12:32:00,8,366,3,New / Low Engagement
13706,1,330.79,189,2011-02-10 09:21:00,2011-02-10 09:21:00,303,0,1,At Risk / Lapsed
13707,2,806.41,351,2011-01-28 13:27:00,2011-03-17 18:03:00,267,48,1,At Risk / Lapsed
13708,1,283.33,300,2011-03-13 13:46:00,2011-03-13 13:46:00,271,0,1,At Risk / Lapsed
13709,13,6307.650000000001,3508,2011-01-28 14:57:00,2011-12-06 10:28:00,4,311,0,Champions
13710,1,180.48000000000002,176,2011-11-08 08:16:00,2011-11-08 08:16:00,32,0,3,New / Low Engagement
13711,2,252.06,140,2011-05-05 10:29:00,2011-05-05 10:31:00,219,0,1,At Risk / Lapsed
13712,1,228.84,352,2011-04-07 12:33:00,2011-04-07 12:33:00,247,0,1,At Risk / Lapsed
13715,5,1077.39,562,2010-12-02 08:52:00,2011-03-03 19:21:00,281,91,2,Loyal Mid-Value
13716,1,138.28,138,2011-03-15 13:49:00,2011-03-15 13:49:00,269,0,1,At Risk / Lapsed
13717,6,1445.01,1959,2011-02-14 13:21:00,2011-11-07 14:13:00,32,266,2,Loyal Mid-Value
13718,2,306.55,173,2011-02-17 11:58:00,2011-04-07 13:24:00,246,49,1,At Risk / Lapsed
13719,5,1041.68,609,2011-04-19 13:56:00,2011-11-24 15:26:00,15,219,2,Loyal Mid-Value
13720,4,799.9,501,2011-03-30 09:17:00,2011-08-15 12:46:00,117,138,2,Loyal Mid-Value
13721,1,524.14,316,2011-11-03 14:05:00,2011-11-03 14:05:00,36,0,3,New / Low Engagement
13722,3,2375.41,1401,2011-03-02 11:43:00,2011-07-31 12:44:00,132,151,2,Loyal Mid-Value
13723,1,199.85000000000002,43,2011-05-06 17:04:00,2011-05-06 17:04:00,217,0,1,At Risk / Lapsed
13725,8,1980.56,806,2011-02-04 12:18:00,2011-10-21 10:03:00,50,258,2,Loyal Mid-Value
13726,2,1079.66,1054,2011-08-31 11:06:00,2011-11-01 10:49:00,39,61,2,Loyal Mid-Value
13727,2,333.48,162,2011-11-06 12:16:00,2011-11-11 09:46:00,29,4,3,New / Low Engagement
13728,6,1016.14,458,2011-02-02 12:09:00,2011-11-03 10:49:00,37,273,2,Loyal Mid-Value
13730,2,752.6,488,2011-07-01 12:47:00,2011-07-27 08:35:00,136,25,1,At Risk / Lapsed
13731,2,610.59,278,2011-04-07 10:10:00,2011-05-04 14:33:00,219,27,1,At Risk / Lapsed
13732,1,491.86,498,2011-11-11 15:49:00,2011-11-11 15:49:00,28,0,3,New / Low Engagement
13735,4,2883.54,1128,2011-04-19 13:49:00,2011-11-15 11:14:00,25,209,2,Loyal Mid-Value
13736,2,729.8,496,2011-03-24 13:04:00,2011-12-04 15:19:00,5,255,3,New / Low Engagement
13737,1,339.59999999999997,125,2011-05-23 16:32:00,2011-05-23 16:32:00,200,0,1,At Risk / Lapsed
13739,1,216.9,54,2011-11-21 13:35:00,2011-11-21 13:35:00,18,0,3,New / Low Engagement
13740,1,350.75,425,2011-04-13 10:32:00,2011-04-13 10:32:00,241,0,1,At Risk / Lapsed
13741,3,668.4300000000001,218,2011-05-06 13:43:00,2011-09-29 09:19:00,72,145,2,Loyal Mid-Value
13742,12,3107.87,1115,2011-01-23 14:59:00,2011-11-23 11:07:00,17,303,0,Champions
13743,7,1341.6,1776,2011-03-25 14:46:00,2011-12-07 10:09:00,3,256,0,Champions
13744,2,1080.52,1153,2011-02-20 14:08:00,2011-09-05 15:19:00,95,197,2,Loyal Mid-Value
13745,1,300.04,496,2011-06-30 16:43:00,2011-06-30 16:43:00,162,0,1,At Risk / Lapsed
13747,1,79.6,8,2010-12-01 10:37:00,2010-12-01 10:37:00,374,0,1,At Risk / Lapsed
13748,5,948.25,439,2010-12-01 09:00:00,2011-09-05 09:45:00,96,278,2,Loyal Mid-Value
13750,5,1647.26,516,2011-01-07 11:49:00,2011-10-17 12:16:00,54,283,2,Loyal Mid-Value
13751,1,296.25,152,2011-02-24 15:56:00,2011-02-24 15:56:00,288,0,1,At Risk / Lapsed
13752,6,1175.38,874,2011-04-07 12:04:00,2011-08-07 14:16:00,124,122,2,Loyal Mid-Value
13753,1,741.26,512,2011-02-25 12:48:00,2011-02-25 12:48:00,288,0,1,At Risk / Lapsed
13754,2,282.6,214,2011-01-26 14:58:00,2011-07-11 11:51:00,152,165,1,At Risk / Lapsed
13755,9,2108.06,1242,2011-10-07 15:45:00,2011-12-06 12:26:00,4,59,0,Champions
13756,14,5189.52,3188,2010-12-07 11:41:00,2011-12-07 16:44:00,2,365,0,Champions
13758,7,3190.55,1844,2010-12-01 12:08:00,2011-11-28 11:11:00,12,361,0,Champions
13759,2,659.41,287,2011-09-29 15:40:00,2011-11-06 14:47:00,33,37,3,New / Low Engagement
13760,2,286.79,197,2011-03-28 12:52:00,2011-10-16 16:13:00,54,202,1,At Risk / Lapsed
13761,2,1070.65,642,2011-06-13 08:43:00,2011-10-20 14:01:00,50,129,2,Loyal Mid-Value
13762,1,306.72,272,2011-05-05 09:15:00,2011-05-05 09:15:00,219,0,1,At Risk / Lapsed
13763,1,1714.96,728,2011-10-07 15:13:00,2011-10-07 15:13:00,63,0,2,Loyal Mid-Value
13764,3,1516.42,923,2011-01-06 14:53:00,2011-09-30 12:03:00,71,266,2,Loyal Mid-Value
13767,37,17220.36,7322,2010-12-01 10:47:00,2011-12-07 15:00:00,2,371,0,Champions
13769,10,2796.51,1163,2010-12-07 13:28:00,2011-12-07 15:08:00,2,365,0,Champions
13771,4,2634.45,1477,2011-04-06 15:47:00,2011-10-06 14:18:00,64,182,2,Loyal Mid-Value
13772,3,1122.63,540,2011-04-14 12:31:00,2011-11-06 11:43:00,34,205,2,Loyal Mid-Value
13774,1,345.0,192,2011-09-19 12:06:00,2011-09-19 12:06:00,82,0,1,At Risk / Lapsed
13777,33,25977.16,12897,2010-12-01 16:01:00,2011-12-09 12:25:00,1,372,0,Champions
13778,1,178.70000000000002,70,2011-08-28 15:25:00,2011-08-28 15:25:00,103,0,1,At Risk / Lapsed
13780,2,360.01,318,2011-06-22 11:43:00,2011-12-02 13:49:00,7,163,3,New / Low Engagement
13781,1,127.84,30,2011-04-03 12:08:00,2011-04-03 12:08:00,251,0,1,At Risk / Lapsed
13782,6,908.86,369,2011-01-16 11:08:00,2011-11-27 11:54:00,13,315,2,Loyal Mid-Value
13784,11,2462.79,2493,2011-01-11 14:38:00,2011-11-30 09:33:00,10,322,0,Champions
13786,1,230.39999999999998,136,2010-12-07 13:53:00,2010-12-07 13:53:00,367,0,1,At Risk / Lapsed
13787,2,309.04,337,2010-12-10 14:45:00,2011-09-25 12:06:00,76,288,1,At Risk / Lapsed
13790,1,348.8,748,2011-12-05 15:48:00,2011-12-05 15:48:00,4,0,3,New / Low Engagement
13791,2,1516.0,1200,2011-06-24 16:38:00,2011-08-04 11:44:00,128,40,2,Loyal Mid-Value
13792,2,195.55,92,2011-02-25 14:03:00,2011-10-04 14:31:00,66,221,1,At Risk / Lapsed
13798,57,37153.85,23948,2010-12-02 17:24:00,2011-12-08 15:51:00,1,370,0,Champions
13799,2,688.86,402,2011-02-18 14:18:00,2011-08-15 12:07:00,117,177,1,At Risk / Lapsed
13800,1,558.32,331,2011-02-03 12:27:00,2011-02-03 12:27:00,310,0,1,At Risk / Lapsed
13801,1,324.8,168,2011-10-04 10:15:00,2011-10-04 10:15:00,67,0,1,At Risk / Lapsed
13802,3,4599.42,2572,2011-02-01 12:03:00,2011-07-24 10:54:00,139,172,2,Loyal Mid-Value
13803,1,277.07,121,2011-03-29 12:57:00,2011-03-29 12:57:00,255,0,1,At Risk / Lapsed
13804,7,2588.39,1462,2011-02-23 09:09:00,2011-11-09 12:32:00,31,259,2,Loyal Mid-Value
13805,2,924.6,1900,2011-08-02 15:29:00,2011-10-18 14:50:00,52,76,2,Loyal Mid-Value
13806,1,256.38,56,2011-10-07 11:43:00,2011-10-07 11:43:00,64,0,1,At Risk / Lapsed
13807,1,112.6,36,2010-12-07 15:48:00,2010-12-07 15:48:00,367,0,1,At Risk / Lapsed
13808,5,1747.66,782,2011-09-04 12:07:00,2011-12-04 12:18:00,6,91,0,Champions
13809,1,155.05,29,2011-02-07 13:15:00,2011-02-07 13:15:00,305,0,1,At Risk / Lapsed
13810,2,827.51,307,2011-10-14 12:57:00,2011-11-11 08:33:00,29,27,3,New / Low Engagement
13811,2,519.75,63,2011-04-14 18:40:00,2011-06-09 09:54:00,184,55,1,At Risk / Lapsed
13812,3,485.0,330,2011-08-26 12:54:00,2011-10-28 14:27:00,42,63,3,New / Low Engagement
13813,4,1168.8600000000001,541,2011-07-28 10:33:00,2011-10-31 10:38:00,40,95,2,Loyal Mid-Value
13814,2,1579.12,864,2011-07-25 13:54:00,2011-09-08 13:48:00,92,44,2,Loyal Mid-Value
13815,4,3667.36,2540,2011-01-25 12:16:00,2011-11-17 14:19:00,22,296,2,Loyal Mid-Value
13816,2,499.67,265,2011-10-06 14:37:00,2011-11-16 08:38:00,24,40,3,New / Low Engagement
13817,2,328.98,208,2010-12-23 11:46:00,2011-11-10 17:49:00,29,322,3,New / Low Engagement
13819,3,1140.35,1109,2011-01-24 10:38:00,2011-02-11 10:38:00,302,18,2,Loyal Mid-Value
